query_id,best_rank_scorer,Top1_scorer,Top5_scorer,Top10_scorer,Top20_scorer,MRR_scorer,best_rank_blend,Top1_blend,Top5_blend,Top10_blend,Top20_blend,MRR_blend,best_rank_cont,Top1_cont,Top5_cont,Top10_cont,Top20_cont,MRR_cont,best_rank_backoff,Top1_backoff,Top5_backoff,Top10_backoff,Top20_backoff,MRR_backoff
0089c4d8326740e2,2,0,1,1,1,0.5,2,0,1,1,1,0.5,41,0,0,0,0,0.024390243902439025,121,0,0,0,0,0.008264462809917356
008abc3c0e909d7e,4,0,1,1,1,0.25,6,0,0,1,1,0.16666666666666666,6,0,0,1,1,0.16666666666666666,2,0,1,1,1,0.5
009065c8db86073d,6,0,0,1,1,0.16666666666666666,6,0,0,1,1,0.16666666666666666,6,0,0,1,1,0.16666666666666666,2,0,1,1,1,0.5
0096164c971ef4b7,12,0,0,0,1,0.08333333333333333,7,0,0,1,1,0.14285714285714285,2,0,1,1,1,0.5,5,0,1,1,1,0.2
00989a7be7436433,1,1,1,1,1,1.0,12,0,0,0,1,0.08333333333333333,17,0,0,0,1,0.058823529411764705,111,0,0,0,0,0.009009009009009009
009ce7936f4e20ab,4,0,1,1,1,0.25,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
009f5935e3db1773,2,0,1,1,1,0.5,2,0,1,1,1,0.5,33,0,0,0,0,0.030303030303030304,81,0,0,0,0,0.012345679012345678
00a0ac154060f67b,6,0,0,1,1,0.16666666666666666,7,0,0,1,1,0.14285714285714285,4,0,1,1,1,0.25,31,0,0,0,0,0.03225806451612903
00a4b0751786d9a8,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
00b19170360aa1ce,4,0,1,1,1,0.25,7,0,0,1,1,0.14285714285714285,9,0,0,1,1,0.1111111111111111,7,0,0,1,1,0.14285714285714285
00b6713f0c1ca638,8,0,0,1,1,0.125,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,77,0,0,0,0,0.012987012987012988
00b919cde2d978d0,6,0,0,1,1,0.16666666666666666,18,0,0,0,1,0.05555555555555555,71,0,0,0,0,0.014084507042253521,3,0,1,1,1,0.3333333333333333
00bcd1e6b7cff99c,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
00bd8ac4809500b0,20,0,0,0,1,0.05,44,0,0,0,0,0.022727272727272728,72,0,0,0,0,0.013888888888888888,10,0,0,1,1,0.1
00c2cdf7c4560c13,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
00c52377a7c9e63c,7,0,0,1,1,0.14285714285714285,4,0,1,1,1,0.25,6,0,0,1,1,0.16666666666666666,100,0,0,0,0,0.01
00c5699c08a35dc7,4,0,1,1,1,0.25,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,99,0,0,0,0,0.010101010101010102
00c8106ecfab8f9f,22,0,0,0,0,0.045454545454545456,36,0,0,0,0,0.027777777777777776,57,0,0,0,0,0.017543859649122806,25,0,0,0,0,0.04
00c93999613ef648,1,1,1,1,1,1.0,14,0,0,0,1,0.07142857142857142,57,0,0,0,0,0.017543859649122806,40,0,0,0,0,0.025
00d3203336402dbb,2,0,1,1,1,0.5,8,0,0,1,1,0.125,16,0,0,0,1,0.0625,107,0,0,0,0,0.009345794392523364
00d3e0e73769c32d,3,0,1,1,1,0.3333333333333333,20,0,0,0,1,0.05,6,0,0,1,1,0.16666666666666666,101,0,0,0,0,0.009900990099009901
00d80e17fbf46c7f,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
00d90d88644a9f47,3,0,1,1,1,0.3333333333333333,5,0,1,1,1,0.2,11,0,0,0,1,0.09090909090909091,4,0,1,1,1,0.25
00dbcf0af7c72b53,12,0,0,0,1,0.08333333333333333,40,0,0,0,0,0.025,41,0,0,0,0,0.024390243902439025,144,0,0,0,0,0.006944444444444444
00dc4106736358d4,1,1,1,1,1,1.0,2,0,1,1,1,0.5,7,0,0,1,1,0.14285714285714285,4,0,1,1,1,0.25
00e267ca58add685,13,0,0,0,1,0.07692307692307693,13,0,0,0,1,0.07692307692307693,5,0,1,1,1,0.2,102,0,0,0,0,0.00980392156862745
00ef929ec898f5c2,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333
00f20e8b0a5e9c33,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
00f3e594d343be76,1,1,1,1,1,1.0,1,1,1,1,1,1.0,107,0,0,0,0,0.009345794392523364,107,0,0,0,0,0.009345794392523364
00f553a9b8f6d69a,5,0,1,1,1,0.2,8,0,0,1,1,0.125,24,0,0,0,0,0.041666666666666664,110,0,0,0,0,0.00909090909090909
00f8caf1137ff9cd,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333
00f9ee77842b612d,4,0,1,1,1,0.25,4,0,1,1,1,0.25,5,0,1,1,1,0.2,2,0,1,1,1,0.5
00fe50ba2d3c4603,2,0,1,1,1,0.5,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,81,0,0,0,0,0.012345679012345678
01017f40753f28ab,9,0,0,1,1,0.1111111111111111,13,0,0,0,1,0.07692307692307693,7,0,0,1,1,0.14285714285714285,53,0,0,0,0,0.018867924528301886
0105820955ef7a87,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,4,0,1,1,1,0.25,5,0,1,1,1,0.2
01164f506eed3789,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
0117399b0985ec1c,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,9,0,0,1,1,0.1111111111111111,11,0,0,0,1,0.09090909090909091
012445647e9fa413,5,0,1,1,1,0.2,7,0,0,1,1,0.14285714285714285,10,0,0,1,1,0.1,128,0,0,0,0,0.0078125
01311bfe74ff8c72,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
013182dd00787479,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
01364b9fa0c2aa1b,5,0,1,1,1,0.2,7,0,0,1,1,0.14285714285714285,11,0,0,0,1,0.09090909090909091,8,0,0,1,1,0.125
013cf433b41de16f,2,0,1,1,1,0.5,1,1,1,1,1,1.0,2,0,1,1,1,0.5,77,0,0,0,0,0.012987012987012988
013fcabddf444bfe,1,1,1,1,1,1.0,6,0,0,1,1,0.16666666666666666,3,0,1,1,1,0.3333333333333333,6,0,0,1,1,0.16666666666666666
015474a6edc51be3,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
015acee8ad1a2958,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
0163b135abe4fc7a,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
016414f8dde42247,1,1,1,1,1,1.0,1,1,1,1,1,1.0,107,0,0,0,0,0.009345794392523364,107,0,0,0,0,0.009345794392523364
01735243bb0b5195,3,0,1,1,1,0.3333333333333333,9,0,0,1,1,0.1111111111111111,3,0,1,1,1,0.3333333333333333,100,0,0,0,0,0.01
01750839f3917fa0,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,15,0,0,0,1,0.06666666666666667,23,0,0,0,0,0.043478260869565216
0187882d0a10be14,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5,2,0,1,1,1,0.5,5,0,1,1,1,0.2
0187cff9733f8ca6,23,0,0,0,0,0.043478260869565216,8,0,0,1,1,0.125,16,0,0,0,1,0.0625,107,0,0,0,0,0.009345794392523364
0191cd041a825572,6,0,0,1,1,0.16666666666666666,26,0,0,0,0,0.038461538461538464,71,0,0,0,0,0.014084507042253521,3,0,1,1,1,0.3333333333333333
01963ea8eb64f088,10,0,0,1,1,0.1,28,0,0,0,0,0.03571428571428571,92,0,0,0,0,0.010869565217391304,73,0,0,0,0,0.0136986301369863
019db8ca3a512865,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25
01a475b16d1b7bca,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
01a48499fd816065,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,99,0,0,0,0,0.010101010101010102
01ad68ab7371052a,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
01b0dd71bf47d58a,5,0,1,1,1,0.2,7,0,0,1,1,0.14285714285714285,10,0,0,1,1,0.1,128,0,0,0,0,0.0078125
01b5cb41f426aead,5,0,1,1,1,0.2,2,0,1,1,1,0.5,13,0,0,0,1,0.07692307692307693,3,0,1,1,1,0.3333333333333333
01b7ff60b5763f90,3,0,1,1,1,0.3333333333333333,10,0,0,1,1,0.1,16,0,0,0,1,0.0625,8,0,0,1,1,0.125
01c6c1a144d5bfcd,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
01cf4ba233def1d7,3,0,1,1,1,0.3333333333333333,6,0,0,1,1,0.16666666666666666,4,0,1,1,1,0.25,80,0,0,0,0,0.0125
01d54f9c87dbd9a4,1,1,1,1,1,1.0,6,0,0,1,1,0.16666666666666666,16,0,0,0,1,0.0625,80,0,0,0,0,0.0125
01d645bd63a9c3de,3,0,1,1,1,0.3333333333333333,14,0,0,0,1,0.07142857142857142,11,0,0,0,1,0.09090909090909091,9,0,0,1,1,0.1111111111111111
01d826c4cb304af9,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
01e7abcc522c833c,5,0,1,1,1,0.2,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333
01e7dfb1a385eb4b,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
01ec2079409cba3d,1,1,1,1,1,1.0,7,0,0,1,1,0.14285714285714285,18,0,0,0,1,0.05555555555555555,31,0,0,0,0,0.03225806451612903
01fc50e02834542a,2,0,1,1,1,0.5,1,1,1,1,1,1.0,2,0,1,1,1,0.5,77,0,0,0,0,0.012987012987012988
02036df398bcc58c,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
020bcb20eb3cff4c,1,1,1,1,1,1.0,6,0,0,1,1,0.16666666666666666,3,0,1,1,1,0.3333333333333333,6,0,0,1,1,0.16666666666666666
0218ddcbe5a498ee,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
021bb4ab181a55cc,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
021ec077020547f4,2,0,1,1,1,0.5,10,0,0,1,1,0.1,16,0,0,0,1,0.0625,106,0,0,0,0,0.009433962264150943
02232888a0dbe736,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,2,0,1,1,1,0.5
0225124d7f6d1226,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5
02256f9f9f6abffa,1,1,1,1,1,1.0,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,1,1,1,1,1,1.0
022990404148403f,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
022d5799166474bb,4,0,1,1,1,0.25,3,0,1,1,1,0.3333333333333333,53,0,0,0,0,0.018867924528301886,73,0,0,0,0,0.0136986301369863
022f6b5601fefed9,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
02361b9f90e8c4d8,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
023c65cf76c7ab9b,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
023d466bfa21052e,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
023fb5e63b9d3ad7,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
024cc8840d05a4e7,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
024dbf7997733b8e,22,0,0,0,0,0.045454545454545456,36,0,0,0,0,0.027777777777777776,57,0,0,0,0,0.017543859649122806,25,0,0,0,0,0.04
0251149a1ce04b7a,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,78,0,0,0,0,0.01282051282051282,31,0,0,0,0,0.03225806451612903
02532bc53e6ba806,8,0,0,1,1,0.125,16,0,0,0,1,0.0625,13,0,0,0,1,0.07692307692307693,5,0,1,1,1,0.2
025cb2b30d74b4ed,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
025d1a0f8297765e,2,0,1,1,1,0.5,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,81,0,0,0,0,0.012345679012345678
0260d4803f1d9761,15,0,0,0,1,0.06666666666666667,8,0,0,1,1,0.125,7,0,0,1,1,0.14285714285714285,18,0,0,0,1,0.05555555555555555
0266350df22d3124,1,1,1,1,1,1.0,1,1,1,1,1,1.0,107,0,0,0,0,0.009345794392523364,107,0,0,0,0,0.009345794392523364
02673a484de93ba1,3,0,1,1,1,0.3333333333333333,7,0,0,1,1,0.14285714285714285,11,0,0,0,1,0.09090909090909091,8,0,0,1,1,0.125
026fad064d26e764,5,0,1,1,1,0.2,4,0,1,1,1,0.25,5,0,1,1,1,0.2,9,0,0,1,1,0.1111111111111111
027638179ad063d6,5,0,1,1,1,0.2,4,0,1,1,1,0.25,4,0,1,1,1,0.25,5,0,1,1,1,0.2
0278b3a79a2cfec6,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
0278e2524b696037,2,0,1,1,1,0.5,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,81,0,0,0,0,0.012345679012345678
027b2956b274026b,11,0,0,0,1,0.09090909090909091,13,0,0,0,1,0.07692307692307693,28,0,0,0,0,0.03571428571428571,24,0,0,0,0,0.041666666666666664
027ec01217190c72,6,0,0,1,1,0.16666666666666666,14,0,0,0,1,0.07142857142857142,12,0,0,0,1,0.08333333333333333,99,0,0,0,0,0.010101010101010102
028931f749acd168,2,0,1,1,1,0.5,1,1,1,1,1,1.0,2,0,1,1,1,0.5,77,0,0,0,0,0.012987012987012988
028b21b72964b2f1,2,0,1,1,1,0.5,2,0,1,1,1,0.5,2,0,1,1,1,0.5,6,0,0,1,1,0.16666666666666666
028e4d8b37e050f1,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
0293d0e82d46d606,2,0,1,1,1,0.5,4,0,1,1,1,0.25,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333
02946b8c4b7a2f59,2,0,1,1,1,0.5,2,0,1,1,1,0.5,37,0,0,0,0,0.02702702702702703,119,0,0,0,0,0.008403361344537815
02955de8a061d93a,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
029aafddadb94d6b,5,0,1,1,1,0.2,7,0,0,1,1,0.14285714285714285,10,0,0,1,1,0.1,128,0,0,0,0,0.0078125
029c3369689d5a2e,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333
029ce4ee857beccd,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
029ed53acb23a3e4,3,0,1,1,1,0.3333333333333333,7,0,0,1,1,0.14285714285714285,11,0,0,0,1,0.09090909090909091,8,0,0,1,1,0.125
02a4be4105eb91ac,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,15,0,0,0,1,0.06666666666666667,23,0,0,0,0,0.043478260869565216
02af1a858b20bf17,1,1,1,1,1,1.0,7,0,0,1,1,0.14285714285714285,64,0,0,0,0,0.015625,31,0,0,0,0,0.03225806451612903
02b06ceecd24d8b6,5,0,1,1,1,0.2,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,6,0,0,1,1,0.16666666666666666
02b11f2b7ecb06f9,19,0,0,0,1,0.05263157894736842,69,0,0,0,0,0.014492753623188406,65,0,0,0,0,0.015384615384615385,37,0,0,0,0,0.02702702702702703
02b26eeccacb5e7c,9,0,0,1,1,0.1111111111111111,24,0,0,0,0,0.041666666666666664,109,0,0,0,0,0.009174311926605505,54,0,0,0,0,0.018518518518518517
02b80e558ce75d45,2,0,1,1,1,0.5,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,81,0,0,0,0,0.012345679012345678
02bed7cbccc249aa,2,0,1,1,1,0.5,4,0,1,1,1,0.25,23,0,0,0,0,0.043478260869565216,81,0,0,0,0,0.012345679012345678
02c3ae827df7e92b,4,0,1,1,1,0.25,5,0,1,1,1,0.2,5,0,1,1,1,0.2,99,0,0,0,0,0.010101010101010102
02c5f3b74b26d5f5,11,0,0,0,1,0.09090909090909091,19,0,0,0,1,0.05263157894736842,12,0,0,0,1,0.08333333333333333,112,0,0,0,0,0.008928571428571428
02c70c149239fb94,3,0,1,1,1,0.3333333333333333,5,0,1,1,1,0.2,29,0,0,0,0,0.034482758620689655,4,0,1,1,1,0.25
02c7be794ff69bac,15,0,0,0,1,0.06666666666666667,26,0,0,0,0,0.038461538461538464,71,0,0,0,0,0.014084507042253521,3,0,1,1,1,0.3333333333333333
02c7e268d43ec6c6,2,0,1,1,1,0.5,9,0,0,1,1,0.1111111111111111,6,0,0,1,1,0.16666666666666666,8,0,0,1,1,0.125
02ce1c851ec9962a,20,0,0,0,1,0.05,24,0,0,0,0,0.041666666666666664,109,0,0,0,0,0.009174311926605505,54,0,0,0,0,0.018518518518518517
02d3d71290761530,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
02d77cca9ef9cdfe,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
02e04f8e890bf727,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5,0,1,1,1,0.2,4,0,1,1,1,0.25
02e1e9433e6da281,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
02e678c8306793f8,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333
02eb609f5b6d385f,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
02fadb7d998e2222,6,0,0,1,1,0.16666666666666666,5,0,1,1,1,0.2,5,0,1,1,1,0.2,2,0,1,1,1,0.5
03034bc229439374,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,15,0,0,0,1,0.06666666666666667,10,0,0,1,1,0.1
030493e158de36e1,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
0308a2a112fe86dd,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
03133bad54ae2c07,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,99,0,0,0,0,0.010101010101010102
03188a8f72ece09d,7,0,0,1,1,0.14285714285714285,19,0,0,0,1,0.05263157894736842,48,0,0,0,0,0.020833333333333332,6,0,0,1,1,0.16666666666666666
0320bcc451fba3e6,4,0,1,1,1,0.25,7,0,0,1,1,0.14285714285714285,9,0,0,1,1,0.1111111111111111,7,0,0,1,1,0.14285714285714285
032c545c56221e8b,10,0,0,1,1,0.1,15,0,0,0,1,0.06666666666666667,29,0,0,0,0,0.034482758620689655,111,0,0,0,0,0.009009009009009009
03342386c0ae972f,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
0338a887ac361623,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
0338cf7650dc7c87,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25,1,1,1,1,1,1.0,1,1,1,1,1,1.0
03437bb3ec8f9c2f,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333
03486ebde122c44b,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
034a06f50b638102,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
034d2e14f4173f37,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0
03531619d6a1d7af,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5,2,0,1,1,1,0.5
0354ef51fadf0a3c,8,0,0,1,1,0.125,19,0,0,0,1,0.05263157894736842,12,0,0,0,1,0.08333333333333333,112,0,0,0,0,0.008928571428571428
036041a0eaefb303,2,0,1,1,1,0.5,2,0,1,1,1,0.5,2,0,1,1,1,0.5,6,0,0,1,1,0.16666666666666666
036a566073ebb5bb,4,0,1,1,1,0.25,2,0,1,1,1,0.5,2,0,1,1,1,0.5,5,0,1,1,1,0.2
036ac26af32764b7,7,0,0,1,1,0.14285714285714285,19,0,0,0,1,0.05263157894736842,48,0,0,0,0,0.020833333333333332,6,0,0,1,1,0.16666666666666666
036c2a94d4bea7ff,3,0,1,1,1,0.3333333333333333,1,1,1,1,1,1.0,40,0,0,0,0,0.025,53,0,0,0,0,0.018867924528301886
0371d31df6349e2a,4,0,1,1,1,0.25,5,0,1,1,1,0.2,3,0,1,1,1,0.3333333333333333,80,0,0,0,0,0.0125
037c99e70634f482,15,0,0,0,1,0.06666666666666667,41,0,0,0,0,0.024390243902439025,112,0,0,0,0,0.008928571428571428,54,0,0,0,0,0.018518518518518517
0380c16875b5938c,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
038200c8555c0ef6,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
0392c65773ce2924,1,1,1,1,1,1.0,4,0,1,1,1,0.25,1,1,1,1,1,1.0,2,0,1,1,1,0.5
039bec2019767710,1,1,1,1,1,1.0,12,0,0,0,1,0.08333333333333333,17,0,0,0,1,0.058823529411764705,111,0,0,0,0,0.009009009009009009
039f0981ad380ccb,2,0,1,1,1,0.5,1,1,1,1,1,1.0,3,0,1,1,1,0.3333333333333333,4,0,1,1,1,0.25
03a1803996a0a21b,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0
03a70860e3c23785,1,1,1,1,1,1.0,2,0,1,1,1,0.5,1,1,1,1,1,1.0,1,1,1,1,1,1.0
03acb03cc412156c,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
03b085a25a992a2e,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,15,0,0,0,1,0.06666666666666667,23,0,0,0,0,0.043478260869565216
03b1d050a2d92fc0,10,0,0,1,1,0.1,13,0,0,0,1,0.07692307692307693,34,0,0,0,0,0.029411764705882353,111,0,0,0,0,0.009009009009009009
03b39eac9cbd602c,4,0,1,1,1,0.25,2,0,1,1,1,0.5,3,0,1,1,1,0.3333333333333333,2,0,1,1,1,0.5
03bebf0dd6a0bc06,17,0,0,0,1,0.058823529411764705,32,0,0,0,0,0.03125,53,0,0,0,0,0.018867924528301886,144,0,0,0,0,0.006944444444444444
